ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
100504191,Gm16576,predicted gene 16576,0.569459413527931,0.375072334003057,1.93992925963707,0.0523985527147913,0.180335934947207,-4.43516236784924
15040,H2-T23,"histocompatibility 2, T region locus 23",-0.186485282470199,5.39385706862824,-1.93940578337098,0.05246269883319,0.180511278475859,-5.47434264975801
18590,Pdgfa,"platelet derived growth factor, alpha",0.225612466307346,3.90491658783325,1.93840140366996,0.0525845440113269,0.180848793410668,-5.28965212130687
52513,Ddx56,DEAD box helicase 56,-0.184541104950251,5.50833673799416,-1.9383793083136,0.052587237800265,0.180848793410668,-5.48595871819705
22224,Usp10,ubiquitin specific peptidase 10,-0.182995761726978,5.61102001281078,-1.93788380233864,0.0526476784734594,0.181011135867648,-5.49491584649918
56790,Supt20,SPT20 SAGA complex component,0.189265576621471,5.25223961382864,1.93771004500739,0.0526688867382725,0.181038543332333,-5.4621234258876
19158,Cyth2,cytohesin 2,-0.186515156226453,5.38039415787631,-1.93754790650844,0.0526886832863105,0.181047450662316,-5.47670585454678
110213,Tmbim6,transmembrane BAX inhibitor motif containing 6,-0.168676846827388,9.12540724042768,-1.93747200407764,0.0526979528468728,0.181047450662316,-5.5755802833975
233115,Dpy19l3,dpy-19-like 3 (C. elegans),0.197418504287691,4.85642369687447,1.937250420687,0.052725021447831,0.181094956891508,-5.42147841244602
75965,Zdhhc20,"zinc finger, DHHC domain containing 20",0.171946952829303,6.70226002795049,1.93708914048438,0.0527447307255533,0.181117168499471,-5.55723358640236
58180,Hic2,hypermethylated in cancer 2,-0.345748815851426,1.9696102721027,-1.93696206046542,0.0527602649008457,0.18112503590584,-4.88368023525571
12858,Cox5a,cytochrome c oxidase subunit 5A,-0.174290910172901,6.35860036121983,-1.93605287869978,0.0528715142446551,0.181416097347731,-5.54539308518245
18807,Pld3,"phospholipase D family, member 3",0.167548348171891,8.106937236442,1.93605236306181,0.0528715773947542,0.181416097347731,-5.58420640614218
74360,Cep57,centrosomal protein 57,-0.209117455106164,4.36598287717485,-1.93587939561177,0.0528927642480822,0.18144327479835,-5.36717838705235
71914,Antxr2,anthrax toxin receptor 2,0.176490523878673,6.15892695560436,1.93544385864983,0.0529461447761425,0.181580848070035,-5.5339317271922
72093,2010320M18Rik,RIKEN cDNA 2010320M18 gene,0.271774292169229,2.96585035778712,1.93526566292072,0.052967997876053,0.181607185540904,-5.11430755314385
320473,Heatr5b,HEAT repeat containing 5B,0.178374502550285,5.98241235758008,1.93516471542435,0.0529803809540254,0.181607185540904,-5.52389608833411
12388,Ctnnd1,"catenin (cadherin associated protein), delta 1",-0.167517547106426,7.88337363655269,-1.93495171163371,0.0530065177472063,0.18165125112216,-5.5859508866798
109637,Upk1a,uroplakin 1A,-0.953075198318186,-1.68970889454185,-1.93402574517749,0.0531202644278962,0.181873943233688,-4.0730712946413
66997,Psmd12,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 12",-0.174621552082801,6.30395325860752,-1.93402060032532,0.0531208969961325,0.181873943233688,-5.54641589768159
234911,Mmp27,matrix metallopeptidase 27,0.431232715728262,1.30512359286064,1.93398599729555,0.0531251516604145,0.181873943233688,-4.68500397564026
56208,Becn1,"beclin 1, autophagy related",0.176360700437542,6.1581510024959,1.93390903733478,0.0531346154016254,0.181873943233688,-5.53683376343885
26444,Psma7,proteasome subunit alpha 7,-0.170009818410933,6.95421245361036,-1.93388160475389,0.0531379891176294,0.181873943233688,-5.57293562857145
72225,1700003M07Rik,RIKEN cDNA 1700003M07 gene,0.592197534271236,0.233391920122402,1.93356608846039,0.0531768048376222,0.181961260886705,-4.41205124655951
320472,Ppm1e,protein phosphatase 1E (PP2C domain containing),-0.465134004755312,0.981288346428412,-1.93324643697798,0.0532161534333565,0.182050357805907,-4.61854317351068
67426,Coq8a,coenzyme Q8A,0.398498261834004,1.55630850287853,1.93275085165938,0.0532772072963892,0.182213644459293,-4.758371381179
73467,1700066M21Rik,RIKEN cDNA 1700066M21 gene,-0.251910277570764,3.26343017018373,-1.93219409881675,0.0533458665016159,0.18240285403565,-5.19169835165472
26379,Esrra,"estrogen related receptor, alpha",0.19669377551459,4.865029100997,1.93177574080164,0.0533975073668569,0.182518684772915,-5.43285039536912
231863,Fbxl18,F-box and leucine-rich repeat protein 18,0.267406372329935,3.03360966965578,1.93171996689681,0.0534064324384883,0.182518684772915,-5.13506548516554
19335,Rab23,"RAB23, member RAS oncogene family",0.194522968979343,4.9600865058677,1.93142011308077,0.0534414378178802,0.182576286185204,-5.44421581152046
19058,Ppp3r1,"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)",-0.16961516065424,6.98995605262307,-1.93128378647023,0.0534582861532814,0.182576286185204,-5.5789031782911
52357,Wwc2,"WW, C2 and coiled-coil domain containing 2",0.170821274500033,6.79932927609232,1.93124294514049,0.0534633345157375,0.182576286185204,-5.57198961619071
20521,Slc22a12,"solute carrier family 22 (organic anion/cation transporter), member 12",0.786556883110888,-0.837704575224065,1.93070474695302,0.0535298979449894,0.182757966598507,-4.20031591865108
93681,Zkscan8,zinc finger with KRAB and SCAN domains 8,0.227828749293912,3.8259844253329,1.93052885074155,0.053551667487194,0.182786662396395,-5.29133858967613
101943,Sf3b3,"splicing factor 3b, subunit 3",-0.167756504728717,7.48932691562517,-1.93027204086988,0.0535834644691656,0.182849561762669,-5.59117824045124
223970,Rmi2,RecQ mediated genome instability 2,-0.725925327183734,-0.593418470380589,-1.92991337074569,0.0536278996901547,0.182955546036978,-4.25880983285848
67220,Plekho1,"pleckstrin homology domain containing, family O member 1",0.186714912075564,5.35041042603293,1.9297276219191,0.0536509239856535,0.182988450711168,-5.48674974685714
100504632,Gm11478,predicted gene 11478,-0.223415713955871,3.9014295029642,-1.92857732970127,0.0537936911188808,0.183429646829452,-5.31310646705342
14573,Gdnf,glial cell line derived neurotrophic factor,-0.724585078500029,-0.592450414792715,-1.92840604339596,0.0538149772193665,0.18345649138317,-4.26233101033204
67414,Mfn1,mitofusin 1,-0.18254002603268,5.57657705305699,-1.92779801801887,0.0538905945728007,0.183668492891153,-5.51165935927949
72658,2700097O09Rik,RIKEN cDNA 2700097O09 gene,-0.376755941938437,1.65348375817542,-1.92628583823391,0.0540790421895051,0.184264838073209,-4.81907734460933
620499,Gm6158,predicted gene 6158,-0.933520029278712,-1.62396715842489,-1.92482942176565,0.0542610602184173,0.184838983961966,-4.0984236266155
64930,Tsc1,TSC complex subunit 1,0.180362414239869,5.73604975818038,1.92464239970356,0.0542844706015064,0.18487268536275,-5.52788691537175
71963,Cdca4,cell division cycle associated 4,-0.184027890840071,5.45333633536791,-1.92407454510085,0.0543556031360038,0.185029921406581,-5.50893886368745
66222,Serpinb1a,"serine (or cysteine) peptidase inhibitor, clade B, member 1a",0.34105999771693,2.06185702375539,1.92405783770935,0.0543576971712833,0.185029921406581,-4.91476872233111
433520,Gm14403,predicted gene 14403,0.21718419184982,4.09473052788686,1.92390281744695,0.0543771299790158,0.18505001411371,-5.34722366548174
56088,Psmg1,"proteasome (prosome, macropain) assembly chaperone 1",-0.20567910165061,4.44166230038611,-1.92371957168336,0.0544001085138004,0.185070192887452,-5.40055741664991
14375,Xrcc6,X-ray repair complementing defective repair in Chinese hamster cells 6,-0.194529807261483,4.8941876451515,-1.92363973375779,0.0544101225122793,0.185070192887452,-5.45515964298836
20315,Cxcl12,chemokine (C-X-C motif) ligand 12,-0.167090473463317,7.5150266735809,-1.92323574897034,0.0544608175402148,0.18519656924354,-5.6050114878346
213491,Szrd1,SUZ RNA binding domain containing 1,-0.169029611850358,6.9559227816938,-1.92281939749758,0.0545131056593182,0.185328298807481,-5.59423974073773
208104,Mlxip,MLX interacting protein,-0.17674241110813,5.99279165156234,-1.92216176503815,0.0545957807225373,0.185546585665611,-5.55128772977414
217365,Nploc4,"NPL4 homolog, ubiquitin recognition factor",-0.170053009233598,6.75254896678255,-1.92201409652356,0.0546143594214438,0.185546585665611,-5.58943092943389
66890,Lman2,"lectin, mannose-binding 2",-0.166365407869541,7.90651595757155,-1.92193038894304,0.0546248933104303,0.185546585665611,-5.61112573138069
213988,Tnrc6b,trinucleotide repeat containing 6b,0.189498178739693,5.1590671131614,1.92187727127464,0.0546315785973106,0.185546585665611,-5.48330349684084
68327,Tsr3,TSR3 20S rRNA accumulation,-0.226671383837425,3.79241842138854,-1.92151961946465,0.0546766097310663,0.185653423855957,-5.30898786244087
12808,Cobl,cordon-bleu WH2 repeat,0.643507114065848,-0.0908369622909951,1.9211291307439,0.0547258106348779,0.185740705716365,-4.36313688606302
13010,Cst3,cystatin C,0.168779952364917,7.02207100456985,1.92111910072235,0.0547337417607378,0.185740705716365,-5.59836577563679
68655,Fndc1,fibronectin type III domain containing 1,0.642080974669331,-0.086179743529826,1.92099232564767,0.0547430565725428,0.185740705716365,-4.36507745976853
15357,Hmgcr,3-hydroxy-3-methylglutaryl-Coenzyme A reductase,-0.166573882720886,7.67218351474694,-1.92077060820402,0.0547710163646088,0.185789481849889,-5.61151946881965
77810,A930015D03Rik,RIKEN cDNA A930015D03 gene,-0.647371754533406,-0.178781256385053,-1.91930604006481,0.054956243488697,0.186362633474439,-4.36112310072921
100213,Rusc2,RUN and SH3 domain containing 2,0.169404957636424,6.86024473644479,1.91921727600817,0.0549672342937695,0.186362633474439,-5.59710802917578
16421,Itgb7,integrin beta 7,0.4066926479212,1.4602009282258,1.91910900341856,0.0549809331810506,0.186362880574282,-4.7591204861175
17918,Myo5a,myosin VA,0.16650473512103,7.69038283319683,1.91892224356739,0.0550045691398158,0.18639680181498,-5.61451720110912
56079,Astn2,astrotactin 2,-0.411808163820387,1.34763536765985,-1.91847621604396,0.055061051783003,0.186514954761642,-4.74864653401184
56149,Grasp,GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein,0.211831784147407,4.24081191460883,1.91843155880516,0.0550667096093814,0.186514954761642,-5.37921697671936
329504,Lcmt2,leucine carboxyl methyltransferase 2,0.247429828471031,3.35535554865757,1.91761620772171,0.0551700953461717,0.186818864582716,-5.22956683035327
66096,Lamtor4,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 4",0.179504593826765,5.7527029886847,1.91746196063826,0.0551905942067537,0.186842019050933,-5.54277175694292
246104,Rhbdl3,rhomboid like 3,-0.231048534602269,3.66981185953638,-1.91728869294838,0.0552116694332114,0.186867112803274,-5.29634805082488
21770,Ppp2r5d,"protein phosphatase 2, regulatory subunit B', delta",-0.171827854268891,6.44298965373895,-1.91674573064022,0.0552806495430093,0.187054290895532,-5.58659406368126
14910,Gt(ROSA)26Sor,"gene trap ROSA 26, Philippe Soriano",-0.272317105706133,2.86948678418338,-1.9163287067803,0.0553336786881314,0.187187416130985,-5.1391123570031
78445,C330013E15Rik,RIKEN cDNA C330013E15 gene,0.866166317048682,-1.24394203147214,1.91617394366535,0.0553533692948135,0.187207723008201,-4.15682063820334
219151,Scara3,"scavenger receptor class A, member 3",-0.1726676575304,6.33954671779922,-1.91604729379734,0.0553694873804476,0.187215940396139,-5.58277463169005
11758,Prdx6,peroxiredoxin 6,0.16932541069729,10.1270431137908,1.91559319986957,0.0554273097671477,0.187365129927157,-5.60263531990841
68544,Trir,telomerase RNA component interacting RNase,-0.180144612305078,5.66287600248167,-1.91538142453231,0.0554542935388702,0.187410025384514,-5.5420495460361
17252,Rdh11,retinol dehydrogenase 11,-0.173704532605116,6.22195610843184,-1.9152557893033,0.0554703067721344,0.187417832441324,-5.57799243577355
69162,Sec31a,Sec31 homolog A (S. cerevisiae),-0.166004684201843,8.74727819667063,-1.91498283317359,0.0555051105349701,0.187489107628251,-5.62298182794032
68572,Mrpl58,mitochondrial ribosomal protein L58,-0.193669145000853,4.88824376158707,-1.91388092376009,0.055645796538998,0.187917915867624,-5.47316197633611
229004,Gmeb2,glucocorticoid modulatory element binding protein 2,-0.202987592641711,4.49773185099306,-1.91270802772913,0.0557958720462984,0.188372776286142,-5.42883346193527
66995,Zcchc18,"zinc finger, CCHC domain containing 18",-0.659511733548845,-0.264452370934801,-1.9126130878492,0.0558080346210021,0.188372776286142,-4.35599374481363
268977,Ltbp1,latent transforming growth factor beta binding protein 1,-0.165494879935738,7.91487989705701,-1.91197671357374,0.0558896163968547,0.188601599669327,-5.63019656732022
76178,Coa5,cytochrome C oxidase assembly factor 5,0.169576691785466,6.7138389067262,1.91134184656442,0.0559711039058712,0.18882999213631,-5.60709681496134
67180,Yipf5,"Yip1 domain family, member 5",-0.168903424562155,6.78221916784427,-1.91094434773892,0.0560221746949414,0.188955680222617,-5.61156364394899
276852,D11Wsu47e,"DNA segment, Chr 11, Wayne State University 47, expressed",0.256668233033503,3.16714465195459,1.91070598534671,0.0560528181889976,0.189012424647663,-5.20384570170169
68146,Arl13b,ADP-ribosylation factor-like 13B,0.203752490819315,4.48866458019717,1.91031783072982,0.056102748609439,0.189097371957285,-5.42848371375907
237716,Gpr75,G protein-coupled receptor 75,0.87048339356347,-1.28513534798334,1.91019570732533,0.0561184656590382,0.189097371957285,-4.16214936641751
434178,Zfp141,zinc finger protein 141,0.28408824192733,2.72241595274682,1.91018776721101,0.0561194876635679,0.189097371957285,-5.1071752707513
24067,Srp54a,signal recognition particle 54A,0.373702268470758,1.72663334740036,1.90999938991283,0.056143739020952,0.189132492263439,-4.84947200351709
193813,Mcfd2,multiple coagulation factor deficiency 2,0.165304634615692,8.06930283207647,1.90985690746045,0.0561620877539402,0.189147715885408,-5.63427424759198
76497,Ppp1r11,"protein phosphatase 1, regulatory inhibitor subunit 11",-0.182578183853299,5.45207070482863,-1.90867361705515,0.0563146636063814,0.189589672324891,-5.53820864168263
76816,Sdccag8,serologically defined colon cancer antigen 8,0.202228318107819,4.53823477218598,1.90854627587745,0.0563311037833829,0.189589672324891,-5.43827904165463
22099,Tsn,translin,-0.170821267555016,6.47603260891194,-1.90851687522235,0.0563349000751886,0.189589672324891,-5.6038243521604
215001,Wfikkn1,"WAP, FS, Ig, KU, and NTR-containing protein 1",0.53514143670793,0.527243883822736,1.90774105130199,0.0564351535463045,0.189880343186422,-4.53304168863953
216152,Plppr3,phospholipid phosphatase related 3,-0.23910862863735,3.45751566603756,-1.90741231227646,0.056477678617767,0.189976687273782,-5.27686768837949
18805,Pld1,phospholipase D1,0.206056472333596,4.39200491402046,1.90728939331715,0.0564935860366677,0.189983470918,-5.42170495625398
381290,Atp2b4,"ATPase, Ca++ transporting, plasma membrane 4",0.300328465725007,2.48867476189104,1.90653595384234,0.0565911730732009,0.190264865811743,-5.05928221014076
70300,Fuz,fuzzy planar cell polarity protein,0.242857866780675,3.41952053403026,1.90636675778828,0.0566131069766141,0.190277373971529,-5.26326126805689
14082,Fadd,Fas (TNFRSF6)-associated via death domain,-0.235103480982272,3.54338415249343,-1.90629263759497,0.0566227178521697,0.190277373971529,-5.29478297228625
19386,Ranbp2,RAN binding protein 2,0.168770073258353,6.76569987598918,1.90571697355014,0.0566983923839929,0.190484871686532,-5.61972251971061
12018,Bak1,BCL2-antagonist/killer 1,-0.169240565281104,6.64849208453951,-1.90517604205998,0.0567676668222881,0.190670770905804,-5.61759496063329
93707,Pcdhgc4,"protocadherin gamma subfamily C, 4",-0.472876152855904,0.879642991297385,-1.90461392420986,0.0568407539766623,0.190869381816551,-4.64435309769163
109161,Ube2q2,ubiquitin-conjugating enzyme E2Q family member 2,0.196442606590266,4.75318381376518,1.90449974387902,0.0568556093870268,0.190872402942161,-5.47226406692856
70415,Stk26,serine/threonine kinase 26,0.576421854917498,0.266836308545774,1.90425567806895,0.0568873743565057,0.19093217645986,-4.47571277037911
232023,Vopp1,"vesicular, overexpressed in cancer, prosurvival protein 1",0.18215515152903,5.46711833278561,1.90277924285952,0.057079846215702,0.191495491765559,-5.54863751767296
74204,Xpo6,exportin 6,-0.170381654616815,6.46659960803485,-1.90275344461844,0.0570832141499003,0.191495491765559,-5.61432830440517
70574,Cpm,carboxypeptidase M,0.747916509576106,-0.700148088150003,1.90218879048846,0.0571569705898463,0.191649981022197,-4.27644676932327
68092,Ncbp2,nuclear cap binding protein subunit 2,0.174940088948579,6.01785304365892,1.90218079521858,0.0571580155195634,0.191649981022197,-5.58915629832388
211666,Mgst2,microsomal glutathione S-transferase 2,-0.724179057479359,-0.640749397893044,-1.90207913039032,0.0571713038364088,0.191649981022197,-4.30005856163524
76303,Osbp,oxysterol binding protein,-0.171108824800351,6.36740623489727,-1.90157185465796,0.0572376467920334,0.191825360248626,-5.6117676635523
80976,Syt13,synaptotagmin XIII,0.860210801304652,-1.25780848543841,1.90121344042917,0.0572845598129776,0.191916879527624,-4.18240764737839
76566,Rflnb,refilin B,0.238863655587337,3.48402789970289,1.90091263905194,0.0573242654291051,0.191916879527624,-5.28695381933555
381067,Zfp229,zinc finger protein 229,0.298696322047013,2.49840676515504,1.90090589146659,0.0573248405433227,0.191916879527624,-5.07225260374052
21827,Thbs3,thrombospondin 3,0.203967478122713,4.44146175674046,1.90090253562154,0.0573252801996148,0.191916879527624,-5.44047906693102
21843,Tial1,Tia1 cytotoxic granule-associated RNA binding protein-like 1,-0.175825448674225,5.89904771255842,-1.90064123390379,0.0573595224966715,0.191916879527624,-5.58631579150068
54401,Ywhab,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide",-0.164550395456182,8.58892724732772,-1.90063285917412,0.0573606202448204,0.191916879527624,-5.65152615319153
78625,Acsbg3,acyl-CoA synthetase bubblegum family member 3,0.728141483564129,-0.599462958684942,1.90061333651431,0.0573631793162922,0.191916879527624,-4.2981071676793
17717,ND2,NADH dehydrogenase subunit 2,0.169669191861001,10.7511155841076,1.90004748791833,0.0574378330456604,0.192119648463071,-5.62228946193925
55946,Ap3m1,"adaptor-related protein complex 3, mu 1 subunit",0.171796237567077,6.30660615551571,1.89965930481555,0.0574883515457156,0.19224160980214,-5.6104566973928
75454,Phpt1,phosphohistidine phosphatase 1,-0.208105794147518,4.26419609287758,-1.89916438234305,0.0575533764925998,0.192325677426844,-5.42326223329145
14062,F2r,coagulation factor II (thrombin) receptor,0.165674969216377,9.26411838354244,1.8991615367329,0.0575537505372896,0.192325677426844,-5.64684284251689
56447,Copz1,"coatomer protein complex, subunit zeta 1",-0.173437103642817,6.10440924283296,-1.89914687919622,0.0575556772470623,0.192325677426844,-5.60181412121993
327826,Frs2,fibroblast growth factor receptor substrate 2,0.176400894240387,5.86042004590793,1.89880032504246,0.0576012468627519,0.19243093633167,-5.58563691570948
52822,Rufy3,RUN and FYVE domain containing 3,0.240377114763623,3.44614420788362,1.89828113821726,0.0576695726819353,0.192610799681885,-5.28435516222716
100043911,Ppp4r1l-ps,"protein phosphatase 4, regulatory subunit 1-like, pseudogene",0.308750144620906,2.36340557347465,1.89817725591591,0.0576832518459459,0.192610799681885,-5.04459916044524
320717,Pptc7,PTC7 protein phosphatase homolog,0.199127381049518,4.61505357636696,1.8980332254963,0.0577022221545664,0.192627115549916,-5.4678960418789
77938,Fam53b,"family with sequence similarity 53, member B",0.212681723101536,4.1413583717082,1.89774541030556,0.0577401459548989,0.192706680386811,-5.40400073054708
68001,Cfap298,cilia and flagella associate protien 298,-0.24180456084085,3.37413169127347,-1.8974025479395,0.0577853500550268,0.192794303886496,-5.27983392345971
16485,Kcna1,"potassium voltage-gated channel, shaker-related subfamily, member 1",-0.879698097538126,-1.4268047210611,-1.8973729447331,0.0577945928152837,0.192794303886496,-4.17376476882797
68128,Fam120aos,"family with sequence similarity 120A, opposite strand",-0.399195780307095,1.41476309721641,-1.89709907866577,0.0578253849791154,0.19284998545705,-4.80675205318023
241311,Zbtb34,zinc finger and BTB domain containing 34,0.239592805174154,3.45739028293164,1.89673319125762,0.057874446327956,0.192966553492797,-5.28977009905259
53314,Batf,"basic leucine zipper transcription factor, ATF-like",-0.811301925878527,-1.10526182966512,-1.89604503342516,0.0579646181465208,0.193220102946616,-4.22824701261654
330260,Pon2,paraoxonase 2,0.183287768985659,5.35389203659019,1.8949870726212,0.0581046486027746,0.193595092363869,-5.55326422126773
675812,Zfp605,zinc finger protein 605,0.313526361977154,2.30799430719764,1.8949812367236,0.0581054218142636,0.193595092363869,-5.03446527415858
107045,Lars,leucyl-tRNA synthetase,-0.167320746558381,6.80748971157308,-1.89459779315135,0.0581562438744272,0.193717230265597,-5.64337092960169
75767,Rab11fip1,RAB11 family interacting protein 1 (class I),-0.259452806903335,3.03378462260487,-1.89424000953884,0.0582036982393727,0.193828093698539,-5.21619349672532
18612,Etv4,ets variant 4,-0.179196995754173,5.58800208449111,-1.89408770569065,0.0582242187530148,0.193849230741233,-5.57675789501737
21956,Tnnt2,"troponin T2, cardiac",0.738273077884714,-0.655949199425918,1.89344480600364,0.0583092846998773,0.194085200009789,-4.29803557002246
235627,Nbeal2,neurobeachin-like 2,0.420831558530297,1.30450748812104,1.89279398269755,0.0583958188463952,0.194325940234099,-4.76473301207959
66679,Rae1,ribonucleic acid export 1,-0.189545062830866,4.98059943780595,-1.89234090017643,0.0584561241359379,0.19447778506059,-5.52396859405804
84092,Usp8,ubiquitin specific peptidase 8,0.168994442792709,6.55589371724373,1.89223754796117,0.0584698875608063,0.19447778506059,-5.63680246091642
116870,Mta1,metastasis associated 1,-0.176931198517679,5.73703500081131,-1.89130859194171,0.0585937175978587,0.194842274637956,-5.59294660447107
68796,Tmem214,transmembrane protein 214,-0.168594714356535,6.55917229047034,-1.89098415132343,0.058637016889128,0.194938862419203,-5.64084330675328
12479,Cd1d1,CD1d1 antigen,-0.28677117011919,2.5925615111496,-1.89001779362148,0.05876614281653,0.195320664714868,-5.12601102515868
80879,Slc16a3,"solute carrier family 16 (monocarboxylic acid transporters), member 3",-0.493091139735736,0.716679219812476,-1.88951982001094,0.0588327748086885,0.195494621248404,-4.62861359497585
18111,Nnat,neuronatin,-0.510509679764313,0.60097547944563,-1.88939788380864,0.0588491001948783,0.195501370746988,-4.59874789258286
226026,Smc5,structural maintenance of chromosomes 5,0.18147334009128,5.42934879351585,1.88920314543788,0.0588751804744873,0.195536983928715,-5.57092631292961
66684,Tceal8,transcription elongation factor A (SII)-like 8,-0.165366220785732,7.11509082945171,-1.8891043604605,0.0588884138921092,0.195536983928715,-5.66243706593804
320840,Negr1,neuronal growth regulator 1,0.687780520694336,-0.405738263886111,1.88882119144704,0.0589263614217417,0.195615496399311,-4.35702233740237
68614,Letmd1,LETM1 domain containing 1,0.189683702530671,4.98413097287099,1.88834758233763,0.058989875235624,0.19574772732202,-5.52869764706469
102580,Alg9,"asparagine-linked glycosylation 9 (alpha 1,2 mannosyltransferase)",-0.188574363891083,5.00740570959669,-1.88806663991698,0.0590275781429586,0.19574772732202,-5.5348277086075
76080,Ttpal,tocopherol (alpha) transfer protein-like,-0.167681393065847,6.65214133558062,-1.88789606516244,0.0590504792973947,0.19574772732202,-5.65039494153953
68659,Gask1b,golgi associated kinase 1B,0.165785507601697,9.7122127987743,1.88779078476888,0.0590646177928631,0.19574772732202,-5.66173118072973
214895,Lman2l,"lectin, mannose-binding 2-like",-0.204458560757141,4.34712525944513,-1.88778620705885,0.0590652326143067,0.19574772732202,-5.45608807492893
246228,Vwa1,von Willebrand factor A domain containing 1,-0.493345310405169,0.711889549048602,-1.88772038670579,0.0590740733781551,0.19574772732202,-4.6306361905787
102774,Bbs4,Bardet-Biedl syndrome 4 (human),0.275050766462134,2.81133409683442,1.88769152210025,0.0590804052193119,0.19574772732202,-5.16924916848939
22214,Ube2h,ubiquitin-conjugating enzyme E2H,0.168656225590648,6.54607539286802,1.88765478732892,0.0590828855541475,0.19574772732202,-5.6450184922429
96875,Prg4,"proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)",0.370144513900734,1.71405034649584,1.88756459072143,0.0590950037371221,0.19574772732202,-4.88928139228691
66314,Tpd52l2,tumor protein D52-like 2,0.16689367644604,6.80423066780076,1.88717182591415,0.0591477969151034,0.195875161842099,-5.65601422268503
108673,Ccdc86,coiled-coil domain containing 86,-0.206632858653877,4.26173910623808,-1.88517383381062,0.0594169619244495,0.196700073278977,-5.4493109765133
100041231,Gm3219,B-cell CLL/lymphoma 7C pseudogene,-0.582152077027822,0.140167483588089,-1.88510942057905,0.059425656415057,0.196700073278977,-4.49408085202872
279766,Rhbdd3,rhomboid domain containing 3,0.228489688926283,3.67518536520397,1.88484284830984,0.05946164953537,0.196771589812547,-5.3518778283401
18557,Cdk18,cyclin-dependent kinase 18,-0.202291047688862,4.41241151999157,-1.88464512423056,0.0594902786199898,0.196818708438704,-5.47092057038015
385354,Frmd7,FERM domain containing 7,-0.560565916390985,0.270463865069464,-1.88405239459627,0.059568484536007,0.197017299622219,-4.52680742540468
381406,Trp53rka,transformation related protein 53 regulating kinase A,-0.288220632444018,2.55904353265429,-1.88397380848398,0.0595791146623891,0.197017299622219,-5.12943433732144
240442,Adnp2,ADNP homeobox 2,-0.196695636125428,4.62446639732422,-1.88385243036604,0.0595955362378459,0.197023966430993,-5.4992645921366
26425,Nubp1,nucleotide binding protein 1,-0.203654739204785,4.35975311787448,-1.88363385711859,0.059625117076167,0.19707412427519,-5.46557450612812
108105,B3gnt5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",-0.590342642299919,0.0851409456290919,-1.88337014109976,0.0596608235722062,0.197144499636884,-4.48502075794758
52846,Cnot11,"CCR4-NOT transcription complex, subunit 11",-0.192248761984788,4.81091868509786,-1.88319887373042,0.0596840222497588,0.197173519881631,-5.52253171060518
56748,Nfu1,NFU1 iron-sulfur cluster scaffold,-0.185348776841899,5.14678553312115,-1.88300751900256,0.0597099506709023,0.197202223338923,-5.55860940851476
214345,Lrrc1,leucine rich repeat containing 1,-0.275997666045574,2.73595554345614,-1.88292195326969,0.059721547786051,0.197202223338923,-5.17227656356489
51875,Tmem141,transmembrane protein 141,0.253204311829671,3.16170094767959,1.8826864742755,0.0597534729782379,0.19721681468248,-5.25542667257497
106877,Afap1l1,actin filament associated protein 1-like 1,0.365771685328895,1.74291212694589,1.88257682579005,0.0597683434609967,0.19721681468248,-4.90707859878012
116748,Lsm10,U7 snRNP-specific Sm-like protein LSM10,0.195020994323738,4.71845335608357,1.88257032289246,0.0597692254777276,0.19721681468248,-5.50936750684015
234825,Klhdc4,kelch domain containing 4,-0.190833828837481,4.87176989659028,-1.88237182926506,0.0597961532403562,0.197258077151074,-5.53088635780248
107476,Acaca,acetyl-Coenzyme A carboxylase alpha,-0.165105721397106,7.03262417212061,-1.88211058676151,0.0598316088893486,0.197327445087924,-5.67348024081565
112422,Zfp979,zinc finger protein 979,-0.448980348344289,1.0079408111866,-1.88146416914562,0.0599194151948228,0.197569392868754,-4.72213951673251
74356,4931428F04Rik,RIKEN cDNA 4931428F04 gene,0.469026769055519,0.929750768506668,1.8812225939368,0.0599522570474327,0.197630036065977,-4.68376810588215
14262,Fmo3,flavin containing monooxygenase 3,0.464700394112422,0.963879548990615,1.88086048579758,0.0600015131622927,0.197744745908597,-4.69243672773229
57751,Rnf25,ring finger protein 25,-0.188451905587105,4.97605492750611,-1.88053780060899,0.0600454350055984,0.197841824758268,-5.54567270219968
77124,9130221H12Rik,RIKEN cDNA 9130221H12 gene,-0.34124862436221,1.90982425562174,-1.87976280213619,0.0601510317601706,0.198142018637729,-4.97551565395208
74600,Mrpl47,mitochondrial ribosomal protein L47,-0.252046948457175,3.12931286330282,-1.87897300384829,0.0602588034219905,0.198449230532763,-5.26486980156742
100113398,Adat3,"adenosine deaminase, tRNA-specific 3",0.588207643227695,0.143998346606441,1.87813522693043,0.0603732969118881,0.198778426062564,-4.49514332661594
